epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7362789511680603,0.866771936416626,0.001,0.9451236724853516,0.18377120792865753
1,0.8767595887184143,0.41038379073143005,0.001,0.9377310276031494,0.2063022404909134
2,0.9025842547416687,0.3286510407924652,0.001,0.9661643505096436,0.13484206795692444
3,0.9212107062339783,0.26947206258773804,0.001,0.9775376915931702,0.08462180197238922
4,0.9309682846069336,0.23849019408226013,0.001,0.980096697807312,0.07725534588098526
5,0.935553789138794,0.21852727234363556,0.001,0.9792436957359314,0.07540509849786758
6,0.9390233755111694,0.2062763124704361,0.001,0.9741256833076477,0.09374435991048813
