epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7980946898460388,0.6656654477119446,0.001,0.949104368686676,0.14309415221214294
1,0.909338116645813,0.30194297432899475,0.001,0.9559283256530762,0.11524593085050583
2,0.92762690782547,0.2391861230134964,0.001,0.9786750078201294,0.07241921126842499
3,0.9373311400413513,0.20459981262683868,0.001,0.9815183281898499,0.0662427470088005
4,0.9404059648513794,0.19780682027339935,0.001,0.9718509912490845,0.0828748494386673
5,0.9424498677253723,0.19136041402816772,0.001,0.9806653261184692,0.06445939093828201
6,0.9446657299995422,0.18409045040607452,0.001,0.9852146506309509,0.04915762320160866
